date,d,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,temperature,fuel_price,cpi,unemployment
2024-05-26,d_512,2024_21,Sunday,7,5,2024,,,,,0,0,0,83.0,3.53,304.67,4.38
2024-05-27,d_513,2024_22,Monday,1,5,2024,,,,,0,0,0,85.1,3.5,304.3,4.36
2024-05-28,d_514,2024_22,Tuesday,2,5,2024,,,,,0,0,0,84.3,3.48,304.16,4.34
2024-05-29,d_515,2024_22,Wednesday,3,5,2024,,,,,0,0,0,88.8,3.53,304.41,4.36
2024-05-30,d_516,2024_22,Thursday,4,5,2024,,,,,0,0,0,86.6,3.49,303.13,4.38
2024-05-31,d_517,2024_22,Friday,5,5,2024,,,,,0,0,0,88.4,3.5,304.41,4.41
2024-06-01,d_518,2024_22,Saturday,6,6,2024,,,,,1,1,0,81.7,3.51,304.26,4.22
2024-06-02,d_519,2024_22,Sunday,7,6,2024,,,,,1,1,0,89.7,3.44,304.3,4.31
2024-06-03,d_520,2024_23,Monday,1,6,2024,,,,,1,1,0,93.4,3.54,304.62,4.36
2024-06-04,d_521,2024_23,Tuesday,2,6,2024,,,,,1,1,0,80.5,3.72,304.33,4.34
2024-06-05,d_522,2024_23,Wednesday,3,6,2024,,,,,1,1,0,81.0,3.34,303.92,4.36
2024-06-06,d_523,2024_23,Thursday,4,6,2024,,,,,1,1,0,92.2,3.51,304.34,4.35
2024-06-07,d_524,2024_23,Friday,5,6,2024,,,,,1,1,0,84.6,3.42,304.44,4.32
2024-06-08,d_525,2024_23,Saturday,6,6,2024,,,,,0,0,0,92.7,3.52,304.48,4.3
2024-06-09,d_526,2024_23,Sunday,7,6,2024,,,,,0,0,0,83.5,3.48,304.51,4.31
2024-06-10,d_527,2024_24,Monday,1,6,2024,,,,,0,0,0,93.0,3.53,304.88,4.38
2024-06-11,d_528,2024_24,Tuesday,2,6,2024,,,,,0,0,0,86.5,3.56,304.05,4.28
2024-06-12,d_529,2024_24,Wednesday,3,6,2024,,,,,0,0,0,87.1,3.48,304.57,4.31
2024-06-13,d_530,2024_24,Thursday,4,6,2024,,,,,0,0,0,93.7,3.55,305.04,4.32
2024-06-14,d_531,2024_24,Friday,5,6,2024,,,,,0,0,0,84.1,3.26,303.85,4.38
2024-06-15,d_532,2024_24,Saturday,6,6,2024,,,,,0,0,0,81.2,3.57,304.63,4.28
2024-06-16,d_533,2024_24,Sunday,7,6,2024,,,,,0,0,0,83.7,3.47,304.34,4.34
2024-06-17,d_534,2024_25,Monday,1,6,2024,,,,,0,0,0,88.2,3.52,304.45,4.35
2024-06-18,d_535,2024_25,Tuesday,2,6,2024,,,,,0,0,0,78.2,3.34,304.25,4.28
2024-06-19,d_536,2024_25,Wednesday,3,6,2024,,,,,0,0,0,89.2,3.36,304.56,4.27
2024-06-20,d_537,2024_25,Thursday,4,6,2024,,,,,0,0,0,83.3,3.44,305.38,4.26
2024-06-21,d_538,2024_25,Friday,5,6,2024,,,,,0,0,0,91.7,3.42,304.16,4.26
2024-06-22,d_539,2024_25,Saturday,6,6,2024,,,,,0,0,0,74.0,3.44,304.22,4.31
2024-06-23,d_540,2024_25,Sunday,7,6,2024,,,,,0,0,0,82.0,3.5,304.18,4.28
2024-06-24,d_541,2024_26,Monday,1,6,2024,,,,,0,0,0,77.5,3.26,305.41,4.28
2024-06-25,d_542,2024_26,Tuesday,2,6,2024,,,,,0,0,0,81.8,3.48,304.55,4.2
2024-06-26,d_543,2024_26,Wednesday,3,6,2024,,,,,0,0,0,87.1,3.4,304.75,4.21
2024-06-27,d_544,2024_26,Thursday,4,6,2024,,,,,0,0,0,84.9,3.38,304.61,4.36
2024-06-28,d_545,2024_26,Friday,5,6,2024,,,,,0,0,0,84.5,3.27,304.41,4.24
2024-06-29,d_546,2024_26,Saturday,6,6,2024,,,,,0,0,0,85.0,3.42,304.72,4.21
2024-06-30,d_547,2024_26,Sunday,7,6,2024,,,,,0,0,0,86.7,3.18,305.81,4.31
2024-07-01,d_548,2024_27,Monday,1,7,2024,,,,,0,1,0,80.6,3.42,305.4,4.25
2024-07-02,d_549,2024_27,Tuesday,2,7,2024,,,,,0,1,0,89.1,3.25,304.52,4.27
2024-07-03,d_550,2024_27,Wednesday,3,7,2024,,,,,0,1,0,88.8,3.36,305.14,4.23
2024-07-04,d_551,2024_27,Thursday,4,7,2024,IndependenceDay,National,,,0,1,0,87.4,3.35,304.57,4.21
2024-07-05,d_552,2024_27,Friday,5,7,2024,,,,,0,1,0,88.1,3.44,304.21,4.22
2024-07-06,d_553,2024_27,Saturday,6,7,2024,,,,,0,1,0,86.7,3.33,305.34,4.15
2024-07-07,d_554,2024_27,Sunday,7,7,2024,,,,,0,1,0,95.3,3.28,305.42,4.22
2024-07-08,d_555,2024_28,Monday,1,7,2024,,,,,0,0,0,84.6,3.29,305.39,4.23
2024-07-09,d_556,2024_28,Tuesday,2,7,2024,,,,,0,0,0,83.4,3.43,304.8,4.31
2024-07-10,d_557,2024_28,Wednesday,3,7,2024,,,,,0,0,0,81.1,3.36,304.94,4.22
2024-07-11,d_558,2024_28,Thursday,4,7,2024,,,,,0,0,0,79.6,3.29,305.33,4.09
2024-07-12,d_559,2024_28,Friday,5,7,2024,,,,,0,0,0,78.4,3.29,305.2,4.2
2024-07-13,d_560,2024_28,Saturday,6,7,2024,,,,,0,0,0,80.1,3.18,304.9,4.34
2024-07-14,d_561,2024_28,Sunday,7,7,2024,,,,,0,0,0,84.0,3.33,304.43,4.24
2024-07-15,d_562,2024_29,Monday,1,7,2024,,,,,0,0,0,85.9,3.15,305.14,4.16
2024-07-16,d_563,2024_29,Tuesday,2,7,2024,,,,,0,0,0,84.4,3.35,305.55,4.23
2024-07-17,d_564,2024_29,Wednesday,3,7,2024,,,,,0,0,0,80.2,3.29,304.65,4.16
2024-07-18,d_565,2024_29,Thursday,4,7,2024,,,,,0,0,0,88.4,3.47,305.41,4.12
2024-07-19,d_566,2024_29,Friday,5,7,2024,,,,,0,0,0,87.4,3.18,305.3,4.17
2024-07-20,d_567,2024_29,Saturday,6,7,2024,,,,,0,0,0,82.8,3.26,305.49,4.19
2024-07-21,d_568,2024_29,Sunday,7,7,2024,,,,,0,0,0,80.1,3.4,305.55,4.09
2024-07-22,d_569,2024_30,Monday,1,7,2024,,,,,0,0,0,86.0,3.35,304.95,4.12
2024-07-23,d_570,2024_30,Tuesday,2,7,2024,,,,,0,0,0,84.0,3.19,304.6,4.18
2024-07-24,d_571,2024_30,Wednesday,3,7,2024,,,,,0,0,0,75.6,3.26,305.05,4.16
2024-07-25,d_572,2024_30,Thursday,4,7,2024,,,,,0,0,0,82.4,3.23,305.63,4.2
2024-07-26,d_573,2024_30,Friday,5,7,2024,,,,,0,0,0,83.8,3.25,305.08,4.11
2024-07-27,d_574,2024_30,Saturday,6,7,2024,,,,,0,0,0,77.8,3.17,305.04,4.21
2024-07-28,d_575,2024_30,Sunday,7,7,2024,,,,,0,0,0,83.1,3.21,304.6,4.11
2024-07-29,d_576,2024_31,Monday,1,7,2024,,,,,0,0,0,74.7,3.08,306.05,4.25
2024-07-30,d_577,2024_31,Tuesday,2,7,2024,,,,,0,0,0,88.4,3.21,305.7,4.08
2024-07-31,d_578,2024_31,Wednesday,3,7,2024,,,,,0,0,0,87.8,3.23,305.69,4.11
2024-08-01,d_579,2024_31,Thursday,4,8,2024,,,,,0,1,1,80.1,3.17,305.79,4.19
2024-08-02,d_580,2024_31,Friday,5,8,2024,,,,,0,1,1,83.0,3.06,305.65,4.25
2024-08-03,d_581,2024_31,Saturday,6,8,2024,,,,,0,1,1,68.9,3.26,305.34,4.18
2024-08-04,d_582,2024_31,Sunday,7,8,2024,,,,,0,1,1,74.9,3.2,305.39,4.19
2024-08-05,d_583,2024_32,Monday,1,8,2024,,,,,0,1,1,79.0,3.11,305.3,4.16
2024-08-06,d_584,2024_32,Tuesday,2,8,2024,,,,,0,1,1,74.9,3.14,306.55,4.11
2024-08-07,d_585,2024_32,Wednesday,3,8,2024,,,,,0,1,1,83.6,3.04,305.73,4.13
2024-08-08,d_586,2024_32,Thursday,4,8,2024,,,,,0,0,0,89.8,3.07,305.34,4.1
2024-08-09,d_587,2024_32,Friday,5,8,2024,,,,,0,0,0,73.7,3.1,305.73,4.09
2024-08-10,d_588,2024_32,Saturday,6,8,2024,,,,,0,0,0,75.2,3.24,305.16,4.17
2024-08-11,d_589,2024_32,Sunday,7,8,2024,,,,,0,0,0,80.3,3.08,306.19,4.1
2024-08-12,d_590,2024_33,Monday,1,8,2024,,,,,0,0,0,86.9,3.18,305.34,4.17
2024-08-13,d_591,2024_33,Tuesday,2,8,2024,,,,,0,0,0,72.5,3.08,305.82,4.09
2024-08-14,d_592,2024_33,Wednesday,3,8,2024,,,,,0,0,0,79.6,3.13,306.06,4.17
2024-08-15,d_593,2024_33,Thursday,4,8,2024,,,SummerFestival,Cultural,0,0,0,87.2,3.1,305.81,4.13
2024-08-16,d_594,2024_33,Friday,5,8,2024,,,,,0,0,0,69.6,3.17,305.71,4.22
2024-08-17,d_595,2024_33,Saturday,6,8,2024,,,,,0,0,0,71.2,3.05,305.7,4.17
2024-08-18,d_596,2024_33,Sunday,7,8,2024,,,,,0,0,0,75.2,2.97,305.69,4.21
2024-08-19,d_597,2024_34,Monday,1,8,2024,,,,,0,0,0,74.4,2.97,305.5,4.11
2024-08-20,d_598,2024_34,Tuesday,2,8,2024,,,,,0,0,0,80.8,3.04,305.57,4.15
2024-08-21,d_599,2024_34,Wednesday,3,8,2024,,,,,0,0,0,77.7,2.97,306.36,4.1
2024-08-22,d_600,2024_34,Thursday,4,8,2024,,,,,0,0,0,67.4,3.1,305.74,4.13
2024-08-23,d_601,2024_34,Friday,5,8,2024,,,,,0,0,0,78.5,3.03,305.49,4.14
2024-08-24,d_602,2024_34,Saturday,6,8,2024,,,,,0,0,0,72.8,3.25,305.61,4.11
2024-08-25,d_603,2024_34,Sunday,7,8,2024,,,,,0,0,0,81.8,2.91,306.28,4.09
2024-08-26,d_604,2024_35,Monday,1,8,2024,,,,,0,0,0,72.0,3.06,306.12,4.08
2024-08-27,d_605,2024_35,Tuesday,2,8,2024,,,,,0,0,0,71.6,2.95,306.1,4.03
2024-08-28,d_606,2024_35,Wednesday,3,8,2024,,,,,0,0,0,77.2,3.0,305.79,4.1
2024-08-29,d_607,2024_35,Thursday,4,8,2024,,,,,0,0,0,78.1,3.04,306.14,4.18
2024-08-30,d_608,2024_35,Friday,5,8,2024,,,,,0,0,0,76.2,2.84,305.67,4.07
2024-08-31,d_609,2024_35,Saturday,6,8,2024,,,,,0,0,0,65.2,3.04,305.84,4.09
2024-09-01,d_610,2024_35,Sunday,7,9,2024,,,,,1,1,1,76.1,3.17,306.35,4.24
2024-09-02,d_611,2024_36,Monday,1,9,2024,,,,,1,1,1,67.9,2.97,306.33,4.12
2024-09-03,d_612,2024_36,Tuesday,2,9,2024,,,,,1,1,1,74.0,3.03,305.61,4.17
2024-09-04,d_613,2024_36,Wednesday,3,9,2024,,,,,1,1,1,65.4,3.08,305.67,4.19
2024-09-05,d_614,2024_36,Thursday,4,9,2024,,,,,1,1,1,74.4,2.98,306.08,4.19
2024-09-06,d_615,2024_36,Friday,5,9,2024,,,,,1,1,1,67.8,2.94,306.74,4.08
2024-09-07,d_616,2024_36,Saturday,6,9,2024,,,,,1,1,1,65.2,2.8,305.3,4.15
2024-09-08,d_617,2024_36,Sunday,7,9,2024,,,,,0,0,0,74.8,3.03,306.2,4.08
2024-09-09,d_618,2024_37,Monday,1,9,2024,,,,,0,0,0,72.2,2.97,305.56,4.29
2024-09-10,d_619,2024_37,Tuesday,2,9,2024,,,,,0,0,0,67.6,2.89,305.87,4.08
2024-09-11,d_620,2024_37,Wednesday,3,9,2024,,,,,0,0,0,77.6,2.98,306.0,4.11
2024-09-12,d_621,2024_37,Thursday,4,9,2024,,,,,0,0,0,67.8,2.92,305.99,4.12
2024-09-13,d_622,2024_37,Friday,5,9,2024,,,,,0,0,0,69.9,2.92,305.96,4.09
2024-09-14,d_623,2024_37,Saturday,6,9,2024,,,,,0,0,0,70.8,3.0,306.2,4.24
2024-09-15,d_624,2024_37,Sunday,7,9,2024,,,,,0,0,0,66.0,2.84,306.0,4.29
2024-09-16,d_625,2024_38,Monday,1,9,2024,,,,,0,0,0,71.2,3.03,305.65,4.15
2024-09-17,d_626,2024_38,Tuesday,2,9,2024,,,,,0,0,0,65.8,2.83,306.56,4.11
2024-09-18,d_627,2024_38,Wednesday,3,9,2024,,,,,0,0,0,66.1,2.88,306.57,4.07
2024-09-19,d_628,2024_38,Thursday,4,9,2024,,,,,0,0,0,74.7,3.09,306.62,4.17
2024-09-20,d_629,2024_38,Friday,5,9,2024,,,,,0,0,0,62.4,3.02,305.69,4.17
2024-09-21,d_630,2024_38,Saturday,6,9,2024,,,,,0,0,0,55.2,2.93,306.44,4.15
2024-09-22,d_631,2024_38,Sunday,7,9,2024,,,,,0,0,0,75.0,2.85,306.61,4.2
2024-09-23,d_632,2024_39,Monday,1,9,2024,,,,,0,0,0,79.4,2.88,305.95,4.21
2024-09-24,d_633,2024_39,Tuesday,2,9,2024,,,,,0,0,0,64.3,2.92,306.38,4.21
2024-09-25,d_634,2024_39,Wednesday,3,9,2024,,,,,0,0,0,56.3,2.91,306.35,4.18
2024-09-26,d_635,2024_39,Thursday,4,9,2024,,,,,0,0,0,64.2,2.9,307.15,4.14
2024-09-27,d_636,2024_39,Friday,5,9,2024,,,,,0,0,0,64.0,2.9,307.2,4.23
2024-09-28,d_637,2024_39,Saturday,6,9,2024,,,,,0,0,0,64.2,2.88,305.78,4.2
2024-09-29,d_638,2024_39,Sunday,7,9,2024,,,,,0,0,0,59.2,2.78,307.46,4.25
2024-09-30,d_639,2024_40,Monday,1,9,2024,,,,,0,0,0,67.4,2.85,306.12,4.25
2024-10-01,d_640,2024_40,Tuesday,2,10,2024,,,,,1,1,1,66.8,2.97,306.89,4.14
2024-10-02,d_641,2024_40,Wednesday,3,10,2024,,,,,1,1,1,56.4,2.78,306.91,4.14
2024-10-03,d_642,2024_40,Thursday,4,10,2024,,,,,1,1,1,67.1,2.87,306.14,4.18
2024-10-04,d_643,2024_40,Friday,5,10,2024,,,,,1,1,1,73.6,2.82,306.75,4.17
2024-10-05,d_644,2024_40,Saturday,6,10,2024,,,,,1,1,1,63.9,2.89,306.53,4.26
2024-10-06,d_645,2024_40,Sunday,7,10,2024,,,,,1,1,1,61.0,2.85,306.81,4.24
2024-10-07,d_646,2024_41,Monday,1,10,2024,,,,,1,1,1,61.7,3.0,306.7,4.28
2024-10-08,d_647,2024_41,Tuesday,2,10,2024,,,,,0,0,0,65.2,2.92,307.11,4.25
2024-10-09,d_648,2024_41,Wednesday,3,10,2024,,,,,0,0,0,53.2,2.77,306.68,4.24
2024-10-10,d_649,2024_41,Thursday,4,10,2024,,,,,0,0,0,62.4,2.92,306.6,4.3
2024-10-11,d_650,2024_41,Friday,5,10,2024,,,,,0,0,0,59.3,2.81,307.12,4.26
2024-10-12,d_651,2024_41,Saturday,6,10,2024,,,,,0,0,0,70.2,2.82,306.93,4.25
2024-10-13,d_652,2024_41,Sunday,7,10,2024,,,,,0,0,0,59.8,2.89,307.01,4.32
2024-10-14,d_653,2024_42,Monday,1,10,2024,,,,,0,0,0,68.7,2.82,306.47,4.26
2024-10-15,d_654,2024_42,Tuesday,2,10,2024,,,,,0,0,0,54.6,2.93,306.34,4.24
2024-10-16,d_655,2024_42,Wednesday,3,10,2024,,,,,0,0,0,62.8,2.8,306.54,4.22
2024-10-17,d_656,2024_42,Thursday,4,10,2024,,,,,0,0,0,61.2,2.81,306.54,4.3
2024-10-18,d_657,2024_42,Friday,5,10,2024,,,,,0,0,0,54.9,2.8,307.12,4.33
2024-10-19,d_658,2024_42,Saturday,6,10,2024,,,,,0,0,0,59.9,2.81,307.22,4.27
2024-10-20,d_659,2024_42,Sunday,7,10,2024,,,,,0,0,0,64.8,2.94,306.78,4.34
2024-10-21,d_660,2024_43,Monday,1,10,2024,,,,,0,0,0,56.9,2.9,307.43,4.18
2024-10-22,d_661,2024_43,Tuesday,2,10,2024,,,,,0,0,0,49.8,2.99,307.43,4.28
2024-10-23,d_662,2024_43,Wednesday,3,10,2024,,,,,0,0,0,57.9,3.03,307.0,4.28
2024-10-24,d_663,2024_43,Thursday,4,10,2024,,,,,0,0,0,53.2,2.77,306.59,4.25
2024-10-25,d_664,2024_43,Friday,5,10,2024,,,,,0,0,0,55.7,2.86,307.56,4.41
2024-10-26,d_665,2024_43,Saturday,6,10,2024,,,,,0,0,0,56.8,2.76,306.93,4.29
2024-10-27,d_666,2024_43,Sunday,7,10,2024,,,,,0,0,0,48.4,2.79,307.02,4.28
2024-10-28,d_667,2024_44,Monday,1,10,2024,,,,,0,0,0,48.6,2.8,306.85,4.3
2024-10-29,d_668,2024_44,Tuesday,2,10,2024,,,,,0,0,0,58.9,2.77,306.65,4.21
2024-10-30,d_669,2024_44,Wednesday,3,10,2024,,,,,0,0,0,53.6,2.77,306.44,4.27
2024-10-31,d_670,2024_44,Thursday,4,10,2024,Halloween,National,,,0,0,0,43.2,2.84,307.3,4.36
2024-11-01,d_671,2024_44,Friday,5,11,2024,,,,,1,1,1,59.7,2.75,306.75,4.29
2024-11-02,d_672,2024_44,Saturday,6,11,2024,,,,,1,1,1,56.9,2.92,308.3,4.28
2024-11-03,d_673,2024_44,Sunday,7,11,2024,,,,,1,1,1,51.8,2.78,306.66,4.39
2024-11-04,d_674,2024_45,Monday,1,11,2024,,,,,1,1,1,48.5,3.08,306.61,4.4
2024-11-05,d_675,2024_45,Tuesday,2,11,2024,,,,,1,1,1,59.1,2.82,307.34,4.36
2024-11-06,d_676,2024_45,Wednesday,3,11,2024,,,,,1,1,1,56.4,2.86,307.76,4.32
2024-11-07,d_677,2024_45,Thursday,4,11,2024,,,,,1,1,1,66.4,2.75,307.19,4.33
2024-11-08,d_678,2024_45,Friday,5,11,2024,,,,,0,0,0,56.4,2.99,307.41,4.31
2024-11-09,d_679,2024_45,Saturday,6,11,2024,,,,,0,0,0,56.0,2.94,306.47,4.3
2024-11-10,d_680,2024_45,Sunday,7,11,2024,,,,,0,0,0,53.1,2.88,306.95,4.3
2024-11-11,d_681,2024_46,Monday,1,11,2024,,,,,0,0,0,57.8,2.75,306.81,4.33
2024-11-12,d_682,2024_46,Tuesday,2,11,2024,,,,,0,0,0,56.6,2.88,306.5,4.31
2024-11-13,d_683,2024_46,Wednesday,3,11,2024,,,,,0,0,0,59.6,2.77,307.32,4.29
2024-11-14,d_684,2024_46,Thursday,4,11,2024,,,,,0,0,0,50.5,2.98,306.4,4.38
2024-11-15,d_685,2024_46,Friday,5,11,2024,,,,,0,0,0,50.8,2.93,306.78,4.39
2024-11-16,d_686,2024_46,Saturday,6,11,2024,,,,,0,0,0,50.4,2.87,307.12,4.47
2024-11-17,d_687,2024_46,Sunday,7,11,2024,,,,,0,0,0,56.6,2.67,307.02,4.35
2024-11-18,d_688,2024_47,Monday,1,11,2024,,,,,0,0,0,60.0,2.79,307.52,4.41
2024-11-19,d_689,2024_47,Tuesday,2,11,2024,,,,,0,0,0,50.0,2.93,307.51,4.41
2024-11-20,d_690,2024_47,Wednesday,3,11,2024,,,,,0,0,0,50.1,2.97,307.76,4.39
2024-11-21,d_691,2024_47,Thursday,4,11,2024,,,,,0,0,0,53.6,2.96,307.72,4.44
2024-11-22,d_692,2024_47,Friday,5,11,2024,,,,,0,0,0,50.7,2.75,307.89,4.45
2024-11-23,d_693,2024_47,Saturday,6,11,2024,,,,,0,0,0,56.5,2.9,307.46,4.43
2024-11-24,d_694,2024_47,Sunday,7,11,2024,,,,,0,0,0,40.4,2.96,307.6,4.4
2024-11-25,d_695,2024_48,Monday,1,11,2024,Thanksgiving,National,,,0,0,0,47.4,2.75,307.7,4.4
2024-11-26,d_696,2024_48,Tuesday,2,11,2024,,,,,0,0,0,47.5,2.89,307.57,4.36
2024-11-27,d_697,2024_48,Wednesday,3,11,2024,,,,,0,0,0,39.7,2.91,307.37,4.39
2024-11-28,d_698,2024_48,Thursday,4,11,2024,,,,,0,0,0,46.3,2.87,307.41,4.4
2024-11-29,d_699,2024_48,Friday,5,11,2024,BlackFriday,National,,,0,0,0,46.5,2.75,307.24,4.38
2024-11-30,d_700,2024_48,Saturday,6,11,2024,,,,,0,0,0,49.9,2.87,307.75,4.46
2024-12-01,d_701,2024_48,Sunday,7,12,2024,,,,,1,0,1,56.4,2.88,307.56,4.51
2024-12-02,d_702,2024_49,Monday,1,12,2024,CyberMonday,National,,,1,0,1,49.5,2.89,307.35,4.4
2024-12-03,d_703,2024_49,Tuesday,2,12,2024,,,,,1,0,1,45.5,2.86,307.37,4.47
2024-12-04,d_704,2024_49,Wednesday,3,12,2024,,,,,1,0,1,50.3,2.88,307.17,4.41
2024-12-05,d_705,2024_49,Thursday,4,12,2024,,,,,1,0,1,55.8,2.91,308.06,4.45
2024-12-06,d_706,2024_49,Friday,5,12,2024,,,,,1,0,1,45.6,2.95,307.72,4.43
2024-12-07,d_707,2024_49,Saturday,6,12,2024,,,,,1,0,1,45.8,2.9,307.36,4.5
2024-12-08,d_708,2024_49,Sunday,7,12,2024,,,,,0,0,0,53.1,2.89,308.05,4.44
2024-12-09,d_709,2024_50,Monday,1,12,2024,,,,,0,0,0,49.2,2.94,307.52,4.53
2024-12-10,d_710,2024_50,Tuesday,2,12,2024,,,,,0,0,0,53.4,2.78,307.2,4.47
2024-12-11,d_711,2024_50,Wednesday,3,12,2024,,,,,0,0,0,50.1,2.98,308.19,4.45
2024-12-12,d_712,2024_50,Thursday,4,12,2024,,,,,0,0,0,53.6,2.94,307.58,4.43
2024-12-13,d_713,2024_50,Friday,5,12,2024,,,,,0,0,0,44.9,2.95,307.65,4.51
2024-12-14,d_714,2024_50,Saturday,6,12,2024,,,,,0,0,0,50.0,3.03,307.85,4.54
2024-12-15,d_715,2024_50,Sunday,7,12,2024,,,,,0,0,0,49.0,2.8,308.31,4.52
2024-12-16,d_716,2024_51,Monday,1,12,2024,,,,,0,0,0,43.9,2.8,307.88,4.62
2024-12-17,d_717,2024_51,Tuesday,2,12,2024,,,,,0,0,0,42.2,2.98,307.41,4.58
2024-12-18,d_718,2024_51,Wednesday,3,12,2024,,,,,0,0,0,53.4,2.97,308.12,4.5
2024-12-19,d_719,2024_51,Thursday,4,12,2024,,,,,0,0,0,48.2,2.99,307.73,4.5
2024-12-20,d_720,2024_51,Friday,5,12,2024,,,,,0,0,0,44.9,2.94,308.7,4.55
2024-12-21,d_721,2024_51,Saturday,6,12,2024,,,,,0,0,0,49.5,3.03,307.96,4.48
2024-12-22,d_722,2024_51,Sunday,7,12,2024,,,,,0,0,0,55.7,3.06,307.08,4.59
2024-12-23,d_723,2024_52,Monday,1,12,2024,,,,,0,0,0,38.6,3.03,308.14,4.55
2024-12-24,d_724,2024_52,Tuesday,2,12,2024,,,,,0,0,0,42.6,2.97,308.79,4.55
2024-12-25,d_725,2024_52,Wednesday,3,12,2024,Christmas,National,,,0,0,0,45.5,2.83,308.66,4.58
2024-12-26,d_726,2024_52,Thursday,4,12,2024,,,,,0,0,0,57.4,3.07,308.78,4.63
2024-12-27,d_727,2024_52,Friday,5,12,2024,,,,,0,0,0,51.6,3.11,307.66,4.56
2024-12-28,d_728,2024_52,Saturday,6,12,2024,,,,,0,0,0,54.1,3.07,308.45,4.55
2024-12-29,d_729,2024_52,Sunday,7,12,2024,,,,,0,0,0,44.6,2.95,307.82,4.63
2024-12-30,d_730,2025_01,Monday,1,12,2024,,,,,0,0,0,44.7,3.08,308.21,4.61
2024-12-31,d_731,2025_01,Tuesday,2,12,2024,NewYearEve,National,,,0,0,0,52.6,3.1,307.63,4.55
2025-01-01,d_732,2025_01,Wednesday,3,1,2025,NewYear,National,,,1,0,1,50.7,3.16,307.9,4.56
2025-01-02,d_733,2025_01,Thursday,4,1,2025,,,,,1,0,1,53.2,2.97,307.91,4.58
2025-01-03,d_734,2025_01,Friday,5,1,2025,,,,,1,0,1,49.6,3.03,308.55,4.59
2025-01-04,d_735,2025_01,Saturday,6,1,2025,,,,,1,0,1,52.0,3.11,308.53,4.5
2025-01-05,d_736,2025_01,Sunday,7,1,2025,,,,,1,0,1,51.5,3.06,308.34,4.5
2025-01-06,d_737,2025_02,Monday,1,1,2025,,,,,1,0,1,54.7,2.97,307.71,4.53
2025-01-07,d_738,2025_02,Tuesday,2,1,2025,,,,,1,0,1,54.9,3.1,308.14,4.53
2025-01-08,d_739,2025_02,Wednesday,3,1,2025,,,,,0,0,0,42.9,3.12,307.99,4.55
2025-01-09,d_740,2025_02,Thursday,4,1,2025,,,,,0,0,0,39.9,3.08,308.65,4.62
2025-01-10,d_741,2025_02,Friday,5,1,2025,,,,,0,0,0,56.2,3.1,308.79,4.58
2025-01-11,d_742,2025_02,Saturday,6,1,2025,,,,,0,0,0,57.2,3.07,308.76,4.6
2025-01-12,d_743,2025_02,Sunday,7,1,2025,,,,,0,0,0,46.3,3.21,308.05,4.53
2025-01-13,d_744,2025_03,Monday,1,1,2025,,,,,0,0,0,42.3,3.03,307.28,4.57
2025-01-14,d_745,2025_03,Tuesday,2,1,2025,,,,,0,0,0,52.2,3.06,307.69,4.63
2025-01-15,d_746,2025_03,Wednesday,3,1,2025,,,,,0,0,0,56.5,3.11,308.98,4.63
2025-01-16,d_747,2025_03,Thursday,4,1,2025,,,,,0,0,0,60.9,3.19,308.27,4.57
2025-01-17,d_748,2025_03,Friday,5,1,2025,,,,,0,0,0,54.7,3.0,308.15,4.62
2025-01-18,d_749,2025_03,Saturday,6,1,2025,,,,,0,0,0,50.4,3.02,309.12,4.72
2025-01-19,d_750,2025_03,Sunday,7,1,2025,,,,,0,0,0,47.9,2.97,308.99,4.61
2025-01-20,d_751,2025_04,Monday,1,1,2025,,,,,0,0,0,52.6,3.14,308.51,4.58
2025-01-21,d_752,2025_04,Tuesday,2,1,2025,,,,,0,0,0,51.2,3.06,308.4,4.61
2025-01-22,d_753,2025_04,Wednesday,3,1,2025,,,,,0,0,0,47.8,3.12,308.48,4.62
2025-01-23,d_754,2025_04,Thursday,4,1,2025,,,,,0,0,0,63.3,3.21,308.64,4.61
2025-01-24,d_755,2025_04,Friday,5,1,2025,,,,,0,0,0,62.1,3.11,309.21,4.62
2025-01-25,d_756,2025_04,Saturday,6,1,2025,,,,,0,0,0,59.1,3.19,308.76,4.55
2025-01-26,d_757,2025_04,Sunday,7,1,2025,,,,,0,0,0,49.0,3.15,308.9,4.58
2025-01-27,d_758,2025_05,Monday,1,1,2025,,,,,0,0,0,58.0,3.24,309.09,4.62
2025-01-28,d_759,2025_05,Tuesday,2,1,2025,,,,,0,0,0,57.2,3.23,308.18,4.62
2025-01-29,d_760,2025_05,Wednesday,3,1,2025,,,,,0,0,0,56.4,3.14,308.96,4.6
2025-01-30,d_761,2025_05,Thursday,4,1,2025,,,,,0,0,0,60.6,3.19,308.56,4.62
2025-01-31,d_762,2025_05,Friday,5,1,2025,,,,,0,0,0,57.7,3.29,307.69,4.64
2025-02-01,d_763,2025_05,Saturday,6,2,2025,,,,,1,1,1,58.5,3.24,307.86,4.68
2025-02-02,d_764,2025_05,Sunday,7,2,2025,,,,,1,1,1,58.2,3.11,308.33,4.63
2025-02-03,d_765,2025_06,Monday,1,2,2025,,,,,1,1,1,56.9,3.28,308.96,4.66
2025-02-04,d_766,2025_06,Tuesday,2,2,2025,,,,,1,1,1,46.5,3.14,308.82,4.61
2025-02-05,d_767,2025_06,Wednesday,3,2,2025,,,,,1,1,1,56.1,3.35,308.86,4.67
